class_index,Recipe Name,Ingredients,Instructions
75,peking_duck,"duck, hoisin sauce, scallions, cucumbers, chinese five-spice powder, mandarin pancakes, sugar, salt","Prepare the Duck: Clean the duck, pat it dry, and prick the skin to help render fat. Rub with a mixture of five-spice powder, sugar, and salt. Marinate for several hours or overnight.

Dry the Skin: Hang the duck in a cool, dry area or under a fan to dry completely.

Roast the Duck: Preheat the oven to 375°F (190°C). Place the duck on a roasting rack and roast for 1.5–2 hours until the skin is crispy.

Prepare the Pancakes and Garnishes: Warm the pancakes and slice scallions and cucumbers.

Assemble: Slice the duck thinly. Serve with pancakes, hoisin sauce, scallions, and cucumbers."
76,pho,"beef bones, beef brisket, rice noodles, onion, ginger, star anise, cloves, cinnamon stick, fish sauce, sugar, salt, bean sprouts, cilantro, thai basil, lime, hoisin sauce, sriracha","Prepare the Broth: Roast beef bones and brisket. Simmer with charred onion, ginger, star anise, cloves, and cinnamon for 6 hours.

Strain and Season: Strain the broth and season with fish sauce, sugar, and salt.

Cook the Noodles: Cook rice noodles according to package instructions.

Assemble: Place noodles in bowls, add brisket slices, pour hot broth, and top with herbs and sprouts. Serve with lime and sauces."
77,pizza,"pizza dough, tomato sauce, mozzarella cheese, olive oil, pepperoni, mushrooms, bell peppers, onions, fresh basil","Prepare the Dough: Start by rolling out 1 lb of pizza dough on a floured surface until it’s about 12 inches in diameter (or your desired size). For an extra crispy crust, use a pizza stone or preheat a baking sheet in the oven. Preheat the oven to 500°F (260°C) to ensure a quick and hot bake. If you're using store-bought dough, follow the instructions on the packaging for rolling and resting times.

Assemble: Spread ½ cup of tomato sauce evenly over the dough, leaving about an inch around the edges for the crust. Sprinkle 2 cups of shredded mozzarella cheese generously over the sauce, followed by your preferred toppings. Classic choices include fresh basil leaves, pepperoni, sliced bell peppers, mushrooms, onions, black olives, or sausage. Don’t be afraid to get creative with your toppings!

Bake: Carefully transfer your prepared pizza to a baking sheet or preheated pizza stone in the oven. Bake for about 10-12 minutes, or until the crust is golden brown and the cheese is bubbling and slightly browned. Keep an eye on the pizza to avoid overcooking.

Garnish: Once out of the oven, garnish with a few fresh basil leaves and a drizzle of olive oil if desired. Slice the pizza into wedges and serve hot. Enjoy your perfect, homemade pizza!"
78,pork_chop,"pork chops, olive oil, garlic, rosemary, thyme, salt, pepper","Season: Rub chops with salt, pepper, and herbs.

Cook: Heat oil, sear chops for 3-4 minutes per side. Let rest before serving."
79,poutine,"french fries, cheese curds, beef gravy, salt, pepper","Cook Fries: Prepare fries until crispy.

Assemble: Place fries on a plate, top with cheese curds, and pour hot gravy."
80,prime_rib,"prime rib roast, olive oil, garlic, rosemary, thyme, salt, pepper","Prepare: Rub roast with oil, garlic, and herbs.

Cook: Roast at 450°F (230°C) for 15 minutes, then reduce to 325°F (165°C) until done. Rest and slice."
81,pulled_pork_sandwich,"pork shoulder, barbecue sauce, hamburger buns, coleslaw, paprika, brown sugar, salt, pepper, garlic powder, onion powder","Prepare the Pork: Rub pork with spices. Slow-cook until tender, shred, and mix with barbecue sauce.

Assemble: Serve on buns with coleslaw."
82,ramen,"ramen noodles, chicken broth, soy sauce, mirin, ginger, garlic, soft-boiled eggs, scallions, nori, pork belly, bamboo shoots","Prepare Broth: In a large pot, combine 4 cups of chicken or vegetable broth, 2 tablespoons of soy sauce, 2 tablespoons of mirin, 2 slices of fresh ginger, and 2 cloves of garlic (smashed). Bring the mixture to a simmer over medium heat and let it cook for about 10-15 minutes to allow the flavors to meld together. Strain out the ginger and garlic, and keep the broth hot.

Cook Noodles: While the broth is simmering, bring a separate pot of water to a boil. Add ramen noodles and cook according to the package instructions (usually about 3-4 minutes) until tender. Drain the noodles and set aside.

Assemble: Divide the cooked noodles between bowls. Top with your choice of toppings such as soft-boiled eggs, sliced pork, green onions, nori (seaweed), and bamboo shoots. Carefully pour the hot broth over the noodles and toppings. Serve immediately and enjoy your homemade ramen!."
83,ravioli,"ravioli pasta, ricotta cheese, parmesan cheese, spinach, egg, salt, pepper, tomato sauce, basil","Prepare Filling: Mix ricotta, parmesan, spinach, egg, salt, and pepper.

Assemble: Place filling on pasta sheets, fold, and seal edges.

Cook: Boil ravioli for 3-4 minutes. Serve with tomato sauce and garnish with basil."
84,red_velvet_cake,"flour, cocoa powder, sugar, buttermilk, eggs, vegetable oil, red food coloring, vanilla extract, baking soda, white vinegar, cream cheese, powdered sugar, butter","Prepare the Batter: Preheat the oven to 350°F (175°C). In a bowl, sift together 2 ½ cups of all-purpose flour, 2 tablespoons of cocoa powder, and 1 teaspoon of baking soda. In another large bowl, combine 1 ½ cups of granulated sugar, 1 cup of vegetable oil, 2 large eggs, 1 cup of buttermilk, 1 teaspoon of vanilla extract, and 1 tablespoon of red food coloring. Mix until smooth and well combined. Gradually add the dry ingredients to the wet ingredients, mixing gently until the batter is smooth and fully incorporated.

Bake: Grease and flour two 9-inch cake pans. Divide the batter evenly between the pans and bake for 25–30 minutes, or until a toothpick inserted into the center of the cakes comes out clean. Let the cakes cool completely in the pans on a wire rack.

Make the Frosting: In a bowl, beat together 8 ounces of cream cheese, ½ cup of softened butter, and 4 cups of powdered sugar until light, fluffy, and smooth.

Assemble: Once the cakes have cooled, split each cake in half to create four layers (optional). Layer the cakes with frosting in between each layer and then frost the entire outside of the cake. Chill in the refrigerator for about 30 minutes before serving to allow the frosting to set.

Enjoy your delicious red velvet cake!"
85,risotto,"arborio rice, chicken stock, onion, white wine, parmesan cheese, butter, olive oil, garlic, salt, pepper","Prepare the Base: Sauté onion and garlic in olive oil and butter. Add arborio rice and stir to coat.

Cook the Risotto: Add white wine and let it absorb. Gradually add warm stock, one ladle at a time, stirring constantly until absorbed.

Finish: Stir in parmesan, butter, salt, and pepper before serving."
86,samosa,"flour, potatoes, peas, onion, ginger, cumin, coriander, turmeric, garam masala, salt, oil, water","Make Dough: Mix flour, oil, and water into a stiff dough. Rest for 30 minutes.

Prepare Filling: Cook mashed potatoes, peas, and spices in oil until fragrant.

Assemble: Roll out dough, cut into circles, fill with potato mixture, and fold into triangles.

Cook: Deep fry until golden and crisp. Serve hot."
87,sashimi,"salmon, tuna, yellowtail, soy sauce, wasabi, pickled ginger, daikon radish","Prepare Fish: Slice fish into thin, uniform pieces using a sharp knife.

Assemble: Arrange slices on a platter with daikon radish.

Serve: Accompany with soy sauce, wasabi, and pickled ginger."
88,scallops,"scallops, butter, olive oil, garlic, lemon, parsley, salt, pepper","Prepare Scallops: Pat scallops dry and season with salt and pepper.

Cook: Sear scallops in hot butter and olive oil for 2 minutes per side. Add garlic and lemon juice, then sprinkle with parsley before serving."
89,seaweed_salad,"dried seaweed, sesame oil, soy sauce, rice vinegar, sugar, sesame seeds, red chili flakes","Rehydrate Seaweed: Soak seaweed in water until soft, then drain.

Make Dressing: Whisk sesame oil, soy sauce, rice vinegar, sugar, and chili flakes.

Toss: Mix seaweed with dressing and garnish with sesame seeds."
90,shrimp_and_grits,"shrimp, grits, butter, cheddar cheese, garlic, bacon, chicken broth, milk, salt, pepper, paprika","Cook Grits: Simmer grits in chicken broth and milk until tender. Stir in butter and cheese.

Prepare Shrimp: Sauté bacon, remove, and cook shrimp in the same pan with garlic and paprika.

Serve: Top grits with shrimp, bacon, and sauce from the pan."
91,spaghetti_bolognese,"spaghetti, ground beef, onion, garlic, carrot, celery, tomato paste, canned tomatoes, red wine, olive oil, salt, pepper, basil","Make Sauce: Sauté onion, garlic, carrot, and celery in olive oil. Add beef and cook until browned. Stir in tomato paste, canned tomatoes, and wine. Simmer for 30 minutes.

Cook Pasta: Boil spaghetti until al dente.

Serve: Combine pasta with sauce and garnish with basil."
92,spaghetti_carbonara,"spaghetti, egg yolks, parmesan cheese, pecorino cheese, pancetta, black pepper, salt","Prepare Sauce: In a medium-sized bowl, whisk together 4 egg yolks, 1 cup of finely grated Parmesan cheese, and ½ cup of finely grated Pecorino Romano cheese until smooth and well combined. The mixture should be creamy and slightly thick. Set aside, making sure it’s ready for when the pasta is cooked.

Cook Pasta and Pancetta: Bring a large pot of salted water to a boil. Add 400g (14oz) of spaghetti and cook according to the package instructions, typically about 8–10 minutes, until the pasta is al dente. While the pasta is cooking, heat a large skillet over medium heat and add 150g (5oz) of diced pancetta or guanciale. Sauté for about 5–7 minutes, or until the pancetta becomes crispy and golden brown, releasing its flavorful fat. Be sure to stir occasionally to prevent burning. Once cooked, remove the skillet from the heat and set it aside.

Combine: Once the pasta is al dente, reserve about ½ cup of the pasta water before draining. Drain the spaghetti and add it immediately to the skillet with the crispy pancetta. Toss the pasta to coat it in the rendered fat. It’s important that the pasta is hot, as the heat will help create the creamy sauce. Off the heat, quickly pour in the prepared egg and cheese mixture, stirring constantly to combine. This will create a creamy sauce that coats the pasta. If the mixture seems too thick, add a little of the reserved pasta water, a spoonful at a time, until you achieve the desired creamy consistency. Make sure to stir continuously to prevent the eggs from scrambling.

Serve: Plate the carbonara immediately while it's still hot. Finish with a generous sprinkle of freshly cracked black pepper to add a bit of spice and flavor. If desired, top with extra grated Parmesan or Pecorino Romano for added richness. Serve your creamy, flavorful spaghetti carbonara right away and enjoy this classic Italian dish!"
93,spring_rolls,"rice paper, shrimp, vermicelli noodles, lettuce, carrot, cucumber, mint, peanut sauce","PPrepare Fillings: Cook shrimp (about 10–12 shrimp) by boiling or sautéing until pink and fully cooked. Cook rice noodles according to the package instructions and drain. Slice fresh vegetables such as cucumbers, carrots, and bell peppers into thin strips. Optionally, add herbs like cilantro or mint for extra flavor.

Assemble: Fill a shallow dish with warm water and dip one sheet of rice paper at a time, holding it for about 5-10 seconds until soft and pliable. Lay the rice paper flat on a clean surface. Add a small amount of the shrimp, noodles, and sliced vegetables along the center of the rice paper. Fold the sides in and roll the paper tightly from the bottom up, sealing the edge as you go.

Serve: Arrange the spring rolls on a plate and serve with peanut sauce for dipping. Enjoy your fresh and healthy spring rolls!"
94,steak,"steak, olive oil, salt, pepper, garlic, butter, rosemary, thyme","Prepare Steak: Pat 2 steaks (your preferred cut) dry with paper towels. Season both sides generously with salt and freshly ground black pepper.

Cook: Heat 1 tablespoon of olive oil in a cast-iron skillet over medium-high heat until hot. Add the steaks to the pan and sear for 3–4 minutes per side, without moving them, to get a nice brown crust. Once flipped, add 2 tablespoons of butter, 2 crushed garlic cloves, 2 sprigs of fresh rosemary, and 2 sprigs of fresh thyme to the pan. Tilt the pan slightly and use a spoon to baste the steak with the melted butter for added flavor. Continue cooking until the steak reaches your desired level of doneness.

Rest and Serve: Remove the steak from the pan and let it rest for 5 minutes on a cutting board to allow the juices to redistribute. Slice against the grain and serve immediately. Enjoy your perfectly cooked steak! "
95,strawberry_shortcake,"strawberries, sugar, flour, baking powder, butter, heavy cream, vanilla extract, whipped cream","Prepare Strawberries: Slice 1 pound of fresh strawberries and place them in a bowl. Sprinkle with 2–3 tablespoons of sugar and gently toss to coat. Let the strawberries macerate at room temperature for about 30 minutes, allowing their natural juices to release.

Make Shortcakes: In a large bowl, combine 2 cups of all-purpose flour, 2 teaspoons of baking powder, ¼ cup of sugar, and a pinch of salt. Cut in ½ cup of cold butter until the mixture resembles coarse crumbs. Gradually add 1 cup of heavy cream and stir until the dough comes together. Turn the dough out onto a floured surface and gently knead it a few times. Shape the dough into rounds, about 2 inches in diameter, and place them on a baking sheet. Bake in a preheated 400°F (200°C) oven for 15–20 minutes, or until golden brown on top.

Assemble: Once the shortcakes have cooled slightly, split them in half. Spoon a generous amount of the macerated strawberries onto the bottom half, then top with whipped cream. Place the other half of the shortcake on top, and serve immediately. Enjoy your homemade strawberry shortcake!."
96,sushi,"sushi rice, nori, raw fish, cucumber, avocado, soy sauce, wasabi, pickled ginger","Prepare Rice: Rinse 2 cups of sushi rice under cold water until the water runs clear. Cook the rice according to the package instructions or in a rice cooker with 2 ½ cups of water. Once cooked, transfer to a large bowl and gently mix in ¼ cup of rice vinegar, 1 tablespoon of sugar, and ½ teaspoon of salt while the rice is still warm. Let it cool to room temperature.

Assemble Rolls: Place a sheet of nori (seaweed) on a bamboo sushi mat, rough side up. Wet your fingers with water to prevent sticking, then evenly spread a thin layer of sushi rice over the nori, leaving about ½ inch of space at the top edge. Arrange thinly sliced fish, cucumber, avocado, or other fillings along the center of the rice. Using the bamboo mat, roll the sushi tightly from the bottom up, applying gentle pressure to seal the roll.

Slice and Serve: Use a sharp knife, dipped in water, to slice the roll into even pieces. Arrange on a plate and serve with soy sauce, wasabi, and pickled ginger."
97,tacos,"taco shells, ground beef, onion, garlic, cumin, paprika, chili powder, cheese, lettuce, tomato, sour cream","Prepare Filling: Cook ground beef with onion, garlic, and spices.

Assemble: Fill taco shells with beef, lettuce, tomato, cheese, and sour cream.

Serve: Serve immediately while warm."
98,takoyaki,"flour, dashi, egg, octopus, green onion, pickled ginger, takoyaki sauce, mayonnaise, bonito flakes, seaweed flakes","Prepare Batter: In a mixing bowl, whisk together 1 cup of all-purpose flour, 2 cups of dashi (or water with dashi powder), and 1 large egg until the batter is smooth and slightly runny. For extra flavor, add ½ teaspoon of soy sauce and a pinch of salt. Let the batter rest for a few minutes while preparing the fillings.

Cook: Heat a takoyaki pan over medium heat and grease the molds generously with oil. Pour the batter into each mold, filling them almost to the top. Drop small cooked octopus pieces into each mold, then sprinkle in chopped green onions and tenkasu (crispy tempura bits) for extra texture. Let the batter cook for about 1–2 minutes until the edges begin to set. Use skewers or chopsticks to carefully flip each piece, tucking in any excess batter, and continue flipping every few minutes until the takoyaki are golden brown and evenly crisp on the outside.

Serve: Transfer the hot takoyaki to a plate and drizzle with takoyaki sauce and Japanese mayonnaise. Sprinkle with bonito flakes and aonori (seaweed flakes) for an authentic finishing touch. Serve immediately while hot and enjoy!"
99,tiramisu,"ladyfingers, espresso, mascarpone cheese, sugar, eggs, cocoa powder, vanilla extract","Prepare Cream: Whisk 3 egg yolks and ½ cup of sugar in a bowl until pale and thick. Gently fold in 8 ounces of mascarpone cheese until smooth and creamy.

Assemble: Quickly dip 1 package of ladyfingers into 1 cup of cooled espresso, ensuring they are moist but not soggy. Arrange a layer of dipped ladyfingers in a dish, then spread half of the mascarpone cream over them. Repeat with another layer of ladyfingers and top with the remaining cream.

Chill: Dust the top with unsweetened cocoa powder and refrigerate for at least 4 hours, preferably overnight, before serving."
100,tuna_tartare,"tuna, soy sauce, sesame oil, lime juice, avocado, cucumber, green onion, ginger, salt, pepper"," Dice 8 ounces of fresh tuna, 1 ripe avocado, and ½ cucumber into small, even pieces. In a bowl, mix with 1 tablespoon of soy sauce, 1 teaspoon of sesame oil, 1 teaspoon of lime juice, and ½ teaspoon of freshly grated ginger until well combined.

Assemble: Use a cylinder mold or a ring to shape the mixture neatly on a plate. Gently press it down and remove the mold. Garnish with chopped green onions and optionally sprinkle with sesame seeds for extra flavor.

Serve: Serve immediately with crackers, toasted bread, or directly on a plate."
101,waffles,"flour, baking powder, sugar, salt, milk, egg, butter, vanilla extract, maple syrup, berries","Prepare Batter: In a bowl, mix 2 cups of flour, 1 tablespoon of baking powder, 2 tablespoons of sugar, and ½ teaspoon of salt. In another bowl, whisk 1 ¾ cups of milk, 1 large egg, ½ cup of melted butter, and 1 teaspoon of vanilla extract until smooth. Gradually combine the wet and dry ingredients, stirring gently until just mixed.

Cook: Pour about ½ cup of batter into a preheated and greased waffle iron. Close the lid and cook for 3–5 minutes or until the waffle is golden brown and crisp. Carefully remove and repeat with the remaining batter.

Serve: Top with maple syrup and fresh berries. Optionally, add whipped cream or a dusting of powdered sugar for extra sweetness. "
102,Coconut Kyauk Kyaw,"2 tablespoons nga pi (fermented fish paste), 1 tablespoon oil, 1-2 cloves garlic (minced), 1 tablespoon ginger (minced), 1 tablespoon tamarind paste, 1 tablespoon chili powder (optional), 1 tablespoon sugar, 1 tablespoon fish sauce, 2 tablespoons lime juice, 1 tablespoon fresh cilantro (chopped), 1-2 tablespoons water (optional to adjust consistency","Prepare the Agar Mixture:In a pot, combine 1 cup of water and 1 teaspoon of agar-agar powder. Stir well to dissolve. Bring the mixture to a boil over medium heat, stirring continuously to prevent clumping.

Add Sweeteners and Flavor:Add 1/2 cup of sugar and 1/4 teaspoon of salt. Stir until completely dissolved. Pour in 1 cup of coconut milk and mix well. If using, add 1/2 cup of evaporated milk and 1/2 teaspoon of pandan extract for extra flavor.

Cook and Set:Let the mixture simmer for 3-5 minutes while stirring constantly to prevent burning. Once everything is well combined, pour the mixture into a mold or a flat dish.

Cool and Serve:Allow the Kyauk Kyaw to cool at room temperature, then refrigerate for at least 1-2 hours until firm. Once set, cut into squares or desired shapes and serve chilled."
103,Mohinga,"200g rice noodles, 300g catfish (or any white fish), 4 cups water, 2 tablespoons chickpea flour, 2 tablespoons oil, 1 onion (finely chopped), 3 cloves garlic (minced), 1 tablespoon ginger (minced), 1 teaspoon turmeric powder, 1 teaspoon paprika, 1 teaspoon fish sauce, 1 tablespoon lemongrass (finely chopped), 1 teaspoon shrimp paste (optional), 2 boiled eggs (sliced), 2 tablespoons cilantro (chopped), 1 tablespoon lime juice, 1 green chili (sliced), 1/2 cup banana stem (thinly sliced, optional)","Prepare the Fish Broth:In a pot, bring 4 cups of water to a boil and add the catfish. Simmer for about 10 minutes until the fish is fully cooked.Remove the fish, let it cool slightly, then flake the meat and set aside. Reserve the fish stock.

Cook the Aromatics:In a separate pan, heat 2 tablespoons of oil over medium heat. Add the chopped onion, garlic, ginger, and lemongrass. Sauté until fragrant.Stir in the turmeric powder, paprika, and shrimp paste (if using). Cook for 1-2 minutes until well combined.

Thicken the Broth:Add 2 tablespoons of chickpea flour to the fish stock and mix well to avoid lumps.Pour the aromatic mixture into the fish stock and stir. Let it simmer for another 5-7 minutes, allowing the flavors to blend. Add the flaked fish back into the soup and season with fish sauce. If using banana stem, add it at this stage and cook until tender.

Prepare the Noodles and Serve:Cook the rice noodles according to package instructions, then drain and set aside.To serve, place a portion of noodles in a bowl, ladle the hot fish soup over them, and garnish with boiled egg slices, chopped cilantro, green chili, and a squeeze of lime juice."
104,Mont Let Saung,"1/2 cup sago pearls (or tapioca pearls), 1/2 cup jaggery (grated or crushed), 1/2 cup coconut milk, 1/4 teaspoon salt, 2 cups water, 1/2 teaspoon pandan extract (optional), 1/2 cup crushed ice, 1 tablespoon toasted sesame seeds (for garnish), 1 tablespoon grated coconut (for garnish, optional)","Cook the Sago Pearls:Bring 2 cups of water to a boil in a pot. Add the sago pearls and stir occasionally to prevent sticking.Simmer for about 10-15 minutes until the pearls turn translucent. If they are not fully cooked, cover the pot and let them sit for another 5 minutes.Drain and rinse the pearls under cold water to remove excess starch. Set aside.

Prepare the Jaggery Syrup:In a separate pot, dissolve 1/2 cup of jaggery in 1/2 cup of water over low heat. Stir until fully melted.If using, add 1/2 teaspoon of pandan extract for extra fragrance. Let the syrup cool.

Prepare the Coconut Milk:In a small bowl, mix 1/2 cup of coconut milk with 1/4 teaspoon of salt. Stir well.

Assemble and Serve:In a serving glass or bowl, add a few spoonfuls of cooked sago pearls.Pour the jaggery syrup over the sago, followed by the coconut milk.Add crushed ice and garnish with toasted sesame seeds and grated coconut (if using)."
105,Mont Lin Ma Ya,"1 cup rice flour, 1/4 cup all-purpose flour, 1 1/4 cups water, 1/2 teaspoon salt, 1/2 teaspoon baking powder, 1/2 teaspoon turmeric powder (optional), 1 tablespoon sugar
2 tablespoons jaggery (grated or chopped), 2 tablespoons shredded coconut, 1 tablespoon toasted sesame seeds
2 tablespoons boiled yellow peas (or cooked chickpeas), 2 tablespoons sweet corn, 2 tablespoons chopped scallions, 1 tablespoon crushed peanuts (optional)
1 tablespoon oil (for greasing the pan)","Prepare the Batter:In a mixing bowl, combine rice flour, all-purpose flour, baking powder, salt, turmeric powder (if using), and sugar.Gradually add water while stirring to create a smooth, slightly thick batter. Let it rest for 10-15 minutes.

Heat the Pan:Heat a takoyaki pan or a similar round-mold pan over medium heat and lightly grease each mold with oil.

Cook the Pancakes:Pour a small amount of batter into each mold, filling them halfway.Quickly add the fillings—jaggery and shredded coconut for the sweet pancakes, or boiled yellow peas, corn, quail egg(optional)and scallions for the savory ones.Drizzle a little more batter over the fillings and let the pancakes cook until the edges start to crisp and the bottom turns golden brown.

Assemble and Serve:Carefully remove the pancakes and pair them—placing a sweet pancake with a savory one to create the ""husband and wife"" combination.Garnish with toasted sesame seeds and extra shredded coconut if desired."
106,Mont Lone Yay Paw,"1 cup glutinous rice flour,1 cup rice flour, 1/2 cup water, 1/2 teaspoon salt, 1/2 cup jaggery (cut into small pieces), 1/2 cup grated coconut (for coating), 1 tablespoon toasted sesame seeds (for garnish, optional)","Prepare the Dough:In a mixing bowl, combine 1 cup of glutinous rice flour and 1 cup of rice flour with 1/2 teaspoon of salt.
Gradually add water while kneading until a soft, non-sticky dough forms. Adjust water as needed.
Shape the Dumplings:Take a small piece of dough (about the size of a marble) and flatten it slightly.
Place a small piece of jaggery in the center and gently wrap the dough around it, rolling it into a smooth ball.
Cook the Dumplings:Bring a pot of water to a boil. Carefully drop the dumplings into the boiling water.
Stir gently to prevent sticking. When the dumplings float to the surface, let them cook for another 1-2 minutes before removing them with a slotted spoon.
Coat and Serve:Roll the cooked dumplings in grated coconut while they are still warm.
Sprinkle with toasted sesame seeds (if using) for extra flavor."
107,Nan Gyi Thoke,"400g Nan Gyi (thick rice noodles) (or udon as a substitute),200g chicken breast or thigh (boiled and shredded),2 boiled eggs (sliced, for garnish),3 tablespoons chickpea flour (roasted in a dry pan),2 tablespoons fish sauce (or soy sauce for vegetarian),1 tablespoon light soy sauce,2 tablespoons peanut or vegetable oil,1 teaspoon turmeric powder,1 teaspoon paprika or chili powder,½ teaspoon white pepper,1 teaspoon sugar,1 teaspoon salt (adjust to taste),2 cloves garlic (minced),½ cup fried shallots,2 tablespoons fried garlic,1 tablespoon chili oil (adjust to taste),Fresh cilantro and green onions (chopped),1 tablespoon lime juice,Toasted sesame seeds (optional)","Prepare the Dressing:Heat 2 tablespoons of oil in a pan and add turmeric powder, chili powder (if using), and paprika. Stir for a few seconds, then remove from heat.In a bowl, mix roasted chickpea flour with fish sauce, soy sauce, sugar, and lime juice. Add the oil mixture and stir well to create a smooth dressing.
For the Noodles & Protein:200g thick rice noodles (Nan Gyi or Udon), 1 chicken breast (boiled and shredded), 2 boiled eggs (sliced)
For the Dressing:2 tablespoons chickpea flour (roasted), 2 tablespoons oil, 1 tablespoon fish sauce, 1 tablespoon soy sauce, 1 teaspoon turmeric powder, 1 teaspoon chili powder (optional), 1 teaspoon paprika, 1 teaspoon sugar, 1 tablespoon lime juice
For Garnish:2 tablespoons crispy fried shallots, 1 tablespoon crushed peanuts, 1 tablespoon chopped fresh cilantro, 1 tablespoon toasted sesame seeds, 1/4 cup shredded cabbage (optional), 1/4 cup bean sprouts (optional), lime wedges for servingAssemble the Salad:Boil the thick rice noodles according to the package instructions, then rinse with cold water and drain well.In a large bowl, toss the noodles with the prepared dressing until well coated.Add the shredded chicken and mix everything together.                                                                                                                                                                                                                                             Serve:Top with sliced boiled eggs, crispy fried shallots, crushed peanuts, sesame seeds, chopped cilantro, and optional shredded cabbage or bean sprouts.Serve with lime wedges on the side for extra tanginess."
108,Nga Pi Ye,"2 tablespoons nga pi (fermented fish paste), 1 tablespoon oil, 1-2 cloves garlic (minced), 1 tablespoon ginger (minced), 1 tablespoon tamarind paste, 1 tablespoon chili powder (optional), 1 tablespoon sugar, 1 tablespoon fish sauce, 2 tablespoons lime juice, 1 tablespoon fresh cilantro (chopped), 1-2 tablespoons water (optional to adjust consistency","Prepare the Nga Pi Yay (Dip):Heat 1 tablespoon oil in a pan over medium heat.Add garlic and shallots, sauté until fragrant and golden brown.Stir in fermented fish paste (Nga Pi) and mix well.Add crushed dried chilies or chili powder, shrimp powder, sugar, and salt.Pour in lime juice or tamarind juice and warm water. Stir until smooth.Simmer for 2–3 minutes and remove from heat.Transfer to a small bowl and let cool.
Prepare the Toh Sa Yar (Vegetables):Wash and prepare all vegetables.Serve some raw (cucumber, tomato, cabbage, and long beans).Lightly steam or grill okra, eggplant, and morning glory.Arrange on a plate alongside boiled egg slices (if using).
Serve & Enjoy:Place the Nga Pi Yay dip in the center of a large plate.Arrange the Toh Sa Yar (assorted vegetables) around it.Dip the fresh or steamed vegetables into the fermented fish sauce dip and enjoy!"
109,Ohn No Khao Swe,"2 tablespoons oil, 1 onion finely chopped, 2 cloves garlic minced, 1 tablespoon ginger minced, 1 teaspoon turmeric powder, 1 teaspoon chili powder (optional), 2 chicken thighs or breasts boneless and skinless cut into bite-sized pieces, 4 cups chicken broth, 2 cups coconut milk, 1 tablespoon fish sauce, 1 tablespoon soy sauce, salt to taste, 200g egg noodles (or rice noodles), 2 boiled eggs (for garnish), fresh cilantro chopped (for garnish), sliced green onions (for garnish), crispy fried onions or shallots (optional for garnish), lime wedges (optional for serving), chili flakes or sliced fresh chili (optional for garnish)","Cook the Noodles: Cook the egg noodles (or rice noodles) according to the package instructions. Drain and set aside.

Prepare the Chicken: In a large pot, heat the oil over medium heat. Add the finely chopped onion and sauté until it becomes translucent (about 5 minutes). Add the minced garlic and ginger and cook for another 1-2 minutes until fragrant.

Add the Spices: Stir in the turmeric powder and chili powder (if using) and cook for 1-2 minutes to toast the spices.

Cook the Chicken: Add the chicken thighs or breasts (cut into bite-sized pieces) to the pot and cook for about 5-7 minutes until the chicken is browned and cooked through.

Add Liquids: Pour in the chicken broth and coconut milk. Stir in the fish sauce, soy sauce, and salt to taste. Bring the mixture to a simmer and cook for 10-15 minutes until the chicken is tender and the flavors have melded together.

Assemble the Soup: Divide the cooked noodles into bowls. Ladle the hot coconut broth and chicken mixture over the noodles.

Garnish and Serve: Top the soup with a halved boiled egg, fresh cilantro, sliced green onions, and crispy fried onions or shallots (if using). Serve with lime wedges and chili flakes or fresh chili for extra flavor and spice."
110,Sanwin Makin,"1 cup rice flour, 1 cup coconut milk, ½ cup palm sugar (or brown sugar), ¼ cup water, 1 tablespoon butter, a pinch of salt, 1 teaspoon vanilla extract (optional), 1 ripe banana, mashed (optional, for a banana flavor), 1 tablespoon cocoa powder (optional, for a chocolate flavor), 1 teaspoon cinnamon powder (optional, for a cinnamon flavor), ½ teaspoon pandan extract (optional, for a fragrant flavor).","Prepare the Sugar Syrup: In a small saucepan, combine the palm sugar (or brown sugar) and water. Heat over low to medium heat until the sugar dissolves completely and forms a syrup. Set aside to cool.

Mix the Dry Ingredients: In a large bowl, mix the rice flour, a pinch of salt, and any optional flavorings you want to use (such as cocoa powder, cinnamon powder, or pandan extract). Stir to combine.

Add Wet Ingredients: Gradually add the coconut milk and the cooled sugar syrup to the dry ingredients. Stir well to form a smooth batter. If you're adding mashed banana or vanilla extract for flavor, mix them in now.

Steam the Mixture: Pour the batter into a greased steaming tray or pan. Steam the mixture over boiling water for about 30-40 minutes, or until it becomes firm and solid.

Cool and Serve: Once steamed, allow the Sanwin Makin to cool to room temperature. You can also refrigerate it for a firmer texture. Cut it into small square or diamond-shaped pieces and serve."
